,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-3797,3.838585,12.247391,5.429943,6.228022,8
MB-0369,4.1380296,12.726101,4.7513275,7.7835975,1
MB-0006,4.057074,7.6682935,5.7269435,8.504338,9
MB-6208,5.3647485,13.527429,4.8140144,6.1335015,3
MB-2815,3.4596148,13.071318,3.8392859,6.057514,3
MB-0624,3.361627,12.899497,3.9026809,6.3666377,3
MB-4992,4.6507087,12.849719,5.7566977,6.1979737,3
MB-5288,5.003891,12.69381,4.404159,6.0024314,3
MB-5475,3.8386707,13.20596,5.500462,6.7564745,2
MB-0310,3.9167745,11.805343,5.0440693,6.7884545,3
MB-0349,3.414677,12.5416155,4.6451077,7.1152477,3
MB-5060,4.5550394,12.185062,6.2508283,6.206949,8
MB-5519,5.0040402,12.020176,5.236865,6.073763,8
MB-0880,3.7294693,12.984629,5.8394127,6.7825003,7
MB-0231,4.6297164,12.564811,4.9623885,5.978529,3
MB-4224,6.1758523,13.428229,6.389559,5.7984753,4
MB-4317,6.0404754,13.502442,5.881788,5.9142966,5
MB-0524,3.6389878,13.106497,2.830532,6.304594,4
MB-3067,5.191778,13.502733,1.6158465,6.68352,9
MB-3436,4.013248,11.865448,4.140691,6.7123947,1
MB-5533,5.07499,13.438741,4.285938,6.3118258,1
MB-7029,4.084526,13.00134,3.96379,6.2817807,4
MB-0664,5.412737,13.465307,1.6519396,6.250123,10
MB-5059,4.988103,11.92125,5.892309,6.076749,8
MB-2803,3.5717773,11.925257,5.2470555,6.545429,8
MB-4079,6.2609644,13.58828,6.2272406,5.8003616,7
MB-7052,5.312814,13.564262,1.7288338,6.686511,9
MB-2770,3.5115871,11.31803,4.971644,6.266691,8
MB-2772,3.734187,11.709994,3.6088908,6.5137763,6
MB-3525,3.8129833,11.857078,3.665873,5.4992046,1
MB-7034,2.9245458,12.594589,5.9893866,6.0385017,3
MB-4390,5.3075624,12.722548,6.1444364,5.8854795,8
MB-4679,5.5736556,13.830555,1.8469746,6.5116615,10
MB-4829,3.8927276,13.414149,5.0543666,6.9464645,7
MB-5070,5.315902,13.870834,1.9093871,6.7344007,10
MB-3021,4.392755,11.872306,5.159621,5.982917,8
MB-6006,4.845487,11.522257,5.5230417,6.4568634,3
MB-6229,4.3035464,11.768989,5.6678176,6.8415318,8
MB-4648,4.9700418,11.597321,5.343523,6.617846,1
MB-2916,3.795766,11.257754,4.6103554,6.700758,3
MB-3402,4.3515935,11.8420725,4.3624606,7.0224757,1
MB-5390,5.641653,13.225899,1.4809678,6.2271953,10
MB-3008,3.4971175,11.392474,4.6105886,6.143275,8
MB-4860,4.690138,12.618984,4.8017454,5.8759694,3
MB-2954,3.7977657,11.232967,5.542399,6.3767624,8
MB-3490,4.0896735,11.966872,3.8835473,5.623863,3
MB-7109,3.8602898,12.588721,5.3977475,5.7356186,2
MB-4785,5.769785,13.0210285,6.260421,5.8909354,8
MB-4710,4.787547,13.108428,5.265705,5.5496783,3
MB-5582,4.9019594,12.568181,5.119757,5.8010397,3
MB-0317,3.5669363,13.00845,5.044497,7.1394563,7
MB-2896,3.5824134,11.7663145,3.413553,5.6674304,4
MB-0631,4.025882,11.685564,5.758669,6.6480007,8
MB-0168,3.8531196,12.658609,3.1284344,6.638881,4
MB-4731,4.8764586,13.38756,2.8823047,6.787365,5
MB-4618,4.262093,12.484072,6.019976,6.2987843,1
MB-7030,3.7563307,13.7257395,3.2230873,5.960291,4
MB-7264,5.243499,13.35148,4.165939,6.2287726,4
MB-5131,4.8348465,13.427979,5.6957483,6.1310654,8
MB-7121,5.443766,13.771524,1.8148496,6.50994,10
MB-5572,5.1825747,13.951176,1.772438,6.8180227,10
MB-0877,4.139024,11.860481,4.3734655,6.984026,6
MB-5177,5.0840726,14.206319,1.9544443,6.9833565,4
MB-0127,3.444729,12.776359,3.26961,6.67436,3
MB-5625,5.298456,13.097883,2.0925508,6.096054,9
MB-4969,4.261474,13.621048,5.352916,7.0741944,7
MB-5058,4.225895,13.748584,3.5984209,6.6896715,7
MB-0123,3.712914,12.979519,4.6531067,7.4056,1
MB-5464,2.846514,13.132512,5.955689,5.819303,4
MB-2848,3.7564685,11.583097,3.792028,5.530041,3
MB-6122,4.676098,13.401546,2.6720366,6.567496,4
MB-3103,4.3369136,12.000989,4.1509104,6.8525267,5
MB-3083,3.8373115,12.531442,5.904016,6.967662,1
MB-2613,4.0536885,11.423804,4.1017814,6.7015395,1
MB-5404,5.5876746,12.730013,6.090757,5.880337,8
MB-0596,4.411098,12.04975,4.3478913,7.3781886,3
MB-5387,5.5791163,13.851495,1.868826,6.4745793,10
MB-0139,3.7796638,13.797891,3.4669137,5.9725184,3
MB-6211,5.1761246,11.996988,6.0809317,6.1977787,8
MB-4687,5.080968,14.028809,2.198234,6.878611,4
MB-5048,4.0772758,13.337048,5.2450476,6.538874,7
MB-3378,3.7504725,11.862057,4.0641146,6.426377,4
MB-3153,5.215493,13.239708,4.4348354,5.9772425,10
MB-7254,3.799204,11.305046,5.298064,6.522133,8
MB-5530,5.1295815,12.5699,4.8002133,6.016417,7
MB-0347,4.4189167,13.466041,1.918627,6.766888,4
MB-0272,3.5984921,11.750583,5.465049,6.7482595,8
MB-6036,5.179932,13.657717,1.8824868,6.591916,10
MB-5385,2.965771,13.043177,6.003187,5.9107924,4
MB-0227,4.018695,11.242865,4.9361434,6.832116,8
MB-4283,5.3957314,12.713178,6.326975,5.9055963,8
MB-7037,4.0018806,11.586663,6.0754633,6.5062466,8
MB-3064,3.983505,12.803027,3.2211568,6.2543383,4
MB-4598,5.3989406,12.700641,6.3267274,5.9711275,8
MB-0443,3.9353213,12.996315,4.125036,7.5380282,7
MB-7089,5.2226357,13.732029,1.9449987,6.5513067,10
MB-5613,3.9487967,11.517401,4.9950185,6.96854,10
MB-5230,4.3646283,13.296081,4.2842703,6.0789566,3
MB-5174,6.082387,13.52523,6.1638765,5.9543056,5
MB-0241,3.7275758,11.88971,4.904155,6.577422,4
MB-3711,3.754891,11.520078,3.8210385,5.605684,3
MB-7161,3.9718726,12.933546,4.8721204,5.455122,6
MB-7085,4.1371922,12.985165,4.946852,5.561847,7
MB-0313,4.424918,11.293557,4.99156,6.6405163,10
MB-4033,4.534429,13.213895,3.9491832,6.0624566,4
MB-7013,5.046437,12.379054,6.3595834,5.854311,8
MB-4839,3.144992,12.974445,5.9398255,5.921281,3
MB-5502,4.848077,13.712663,5.0520844,6.9238987,7
MB-0106,4.178289,11.500697,5.187844,6.1924148,8
